,ttime,pm1,pm2,pm3,am,sm,st,lum,temp,humd,pres
25617,2022-08-25 05:34:12,1.67,3.35,69.29,0.0,6849.0,26.87,1.0,19.69,100.0,93063.31
6160,2022-08-25 05:42:01,2.23,3.35,70.4,0.8,6173.0,26.85,1.0,19.69,100.0,93063.31
25618,2022-08-25 05:46:10,2.23,3.35,69.29,0.0,6849.0,26.85,1.0,19.53,100.0,93066.44
6161,2022-08-25 05:53:03,2.79,3.35,70.4,0.0,6098.0,26.83,3.0,19.53,100.0,93066.44
25619,2022-08-25 05:58:12,2.79,3.35,69.29,0.0,6757.0,26.83,4.0,19.5,100.0,93070.22
6162,2022-08-25 06:04:02,0.55,2.79,69.84,0.0,6173.0,26.81,28.0,19.5,100.0,93070.22
25620,2022-08-25 06:10:10,0.55,2.79,69.29,0.0,6849.0,26.81,69.0,19.44,100.0,93080.04
6163,2022-08-25 06:15:01,1.11,2.79,69.84,0.8,6173.0,26.8,200.0,19.44,100.0,93080.04
25621,2022-08-25 06:22:11,1.11,2.79,69.29,0.0,6757.0,26.8,308.0,19.47,100.0,93100.17
6164,2022-08-25 06:26:04,1.67,2.79,69.84,0.0,6098.0,26.77,605.0,19.47,100.0,93100.17
25622,2022-08-25 06:34:12,1.67,2.79,69.29,0.0,6579.0,26.77,788.0,19.69,100.0,93109.16
6165,2022-08-25 06:37:01,2.23,2.79,69.84,0.8,6173.0,26.75,1154.0,19.69,100.0,93109.16
25623,2022-08-25 06:46:11,2.23,2.79,69.29,0.0,6667.0,26.75,1793.0,19.86,100.0,93102.54
6166,2022-08-25 06:48:03,2.79,2.79,69.84,0.8,6173.0,26.74,4671.0,19.86,100.0,93102.54
25624,2022-08-25 06:58:12,2.79,2.79,69.29,0.0,6667.0,26.74,3038.0,19.96,100.0,93110.5
6167,2022-08-25 06:59:01,3.35,2.79,69.84,1.6,6098.0,26.72,10926.0,19.96,100.0,93110.5
6168,2022-08-25 07:10:05,0.55,3.35,70.4,0.0,6024.0,26.7,16023.0,19.96,100.0,93110.5
25625,2022-08-25 07:10:10,0.55,2.79,68.73,0.0,6757.0,26.7,4055.0,20.34,100.0,93113.32
6169,2022-08-25 07:21:02,1.11,3.35,70.4,0.0,6024.0,26.69,7587.0,20.34,100.0,93113.32
25626,2022-08-25 07:22:13,1.11,2.79,68.73,0.0,6494.0,26.69,4804.0,20.85,100.0,93132.67
6170,2022-08-25 07:32:04,1.67,3.35,70.4,0.0,6098.0,26.68,15489.0,20.85,100.0,93132.67
25627,2022-08-25 07:34:10,1.67,2.79,68.73,0.0,6494.0,26.68,3873.0,21.78,98.03,93138.5
6171,2022-08-25 07:43:02,2.23,3.35,70.4,1.6,6098.0,26.66,5097.0,21.78,98.03,93138.5
25628,2022-08-25 07:46:12,2.23,2.79,68.73,0.0,6410.0,26.66,4465.0,21.56,97.41,93155.12
6172,2022-08-25 07:54:02,2.79,3.35,70.4,1.6,6098.0,26.64,5663.0,21.56,97.41,93155.12
25629,2022-08-25 07:58:11,2.79,2.79,68.73,0.0,6494.0,26.64,4516.0,21.54,97.79,93165.2
6173,2022-08-25 08:05:05,0.55,2.79,69.84,2.4,6098.0,26.62,4144.0,21.54,97.79,93165.2
25630,2022-08-25 08:10:15,0.55,2.79,68.73,0.0,6410.0,26.62,5716.0,21.34,100.0,93192.93
6174,2022-08-25 08:16:03,1.11,2.79,69.84,0.8,6098.0,26.61,7365.0,21.34,100.0,93192.93
25631,2022-08-25 08:22:12,1.11,2.79,68.73,0.0,6667.0,26.61,7130.0,22.09,98.04,93186.0
6175,2022-08-25 08:27:04,1.67,2.79,69.84,4.8,6098.0,26.59,10842.0,22.09,98.04,93186.0
25632,2022-08-25 08:34:12,1.67,2.79,68.73,0.0,6667.0,26.59,9540.0,23.17,92.14,93203.22
6176,2022-08-25 08:38:03,2.23,2.79,69.84,1.6,6024.0,26.58,3013.0,23.17,92.14,93203.22
25633,2022-08-25 08:46:11,2.23,2.79,68.73,0.0,6757.0,26.58,11314.0,23.81,91.52,93221.75
6177,2022-08-25 08:49:04,2.79,2.79,69.84,2.4,6098.0,26.57,11903.0,23.81,91.52,93221.75
25634,2022-08-25 08:58:13,2.79,2.79,68.73,0.0,6757.0,26.57,10595.0,23.85,89.15,93231.86
6178,2022-08-25 09:00:02,0.55,2.79,69.84,4.8,6024.0,26.55,384.0,23.85,89.15,93231.86
25635,2022-08-25 09:10:11,0.55,2.79,68.17,0.0,6849.0,26.55,12376.0,24.61,82.66,93240.24
6179,2022-08-25 09:11:03,1.11,2.79,69.84,2.4,6098.0,26.55,5829.0,24.61,82.66,93240.24
6180,2022-08-25 09:22:04,1.67,2.79,69.84,1.6,6024.0,26.53,4143.0,24.61,82.66,93240.24
25636,2022-08-25 09:22:20,1.11,2.79,68.17,0.0,6757.0,26.53,13937.0,25.04,79.69,93243.02
6181,2022-08-25 09:33:03,2.23,2.79,69.84,2.4,6024.0,26.52,4242.0,25.04,79.69,93243.02
25637,2022-08-25 09:34:18,1.67,2.79,68.17,0.0,6757.0,26.52,12002.0,25.4,76.81,93249.49
6182,2022-08-25 09:44:05,2.79,2.79,69.84,3.2,6098.0,26.51,3765.0,25.4,76.81,93249.49
25638,2022-08-25 09:46:11,2.23,2.79,68.17,0.0,6849.0,26.51,13715.0,25.19,77.03,93254.11
6183,2022-08-25 09:55:03,3.35,2.79,69.84,0.0,6098.0,26.49,384.0,25.19,77.03,93254.11
25639,2022-08-25 09:58:13,2.79,2.79,68.17,0.0,6757.0,26.49,6870.0,26.67,74.24,93253.8
6184,2022-08-25 10:06:05,0.55,3.35,70.4,4.0,6098.0,26.49,384.0,26.67,74.24,93253.8
25640,2022-08-25 10:10:12,0.55,2.79,68.17,0.0,6849.0,26.49,11413.0,27.03,72.63,93231.44
6185,2022-08-25 10:17:02,1.11,3.35,70.4,2.4,6098.0,26.49,384.0,27.03,72.63,93231.44
25641,2022-08-25 10:22:13,1.11,2.79,68.17,0.0,6757.0,26.49,6764.0,27.55,67.08,93238.8
25642,2022-08-25 10:34:11,1.67,2.79,68.17,0.0,6757.0,26.49,13421.0,27.43,64.92,93220.57
6186,2022-08-25 10:39:05,2.23,3.35,70.4,0.8,6024.0,26.48,384.0,27.43,64.92,93220.57
25643,2022-08-25 10:46:13,2.23,2.79,68.17,0.0,6757.0,26.48,4288.0,26.46,71.1,93221.77
6187,2022-08-25 10:50:03,2.79,3.35,70.4,3.2,6098.0,26.47,384.0,26.46,71.1,93221.77
25644,2022-08-25 10:58:12,2.79,2.79,68.17,0.0,6494.0,26.47,9845.0,26.37,71.65,93223.19
6188,2022-08-25 11:01:05,0.55,2.79,69.84,2.4,6098.0,26.47,384.0,26.37,71.65,93223.19
25645,2022-08-25 11:10:14,0.55,2.79,68.17,0.0,6250.0,26.47,13381.0,27.93,64.5,93209.45
6189,2022-08-25 11:12:03,1.11,2.79,69.84,1.6,6098.0,26.47,3551.0,27.93,64.5,93209.45
25646,2022-08-25 11:22:12,1.11,2.79,68.17,0.0,6250.0,26.47,5374.0,28.88,59.34,93193.15
6190,2022-08-25 11:23:05,1.67,2.79,69.84,2.4,6024.0,26.48,384.0,28.88,59.34,93193.15
6191,2022-08-25 11:34:03,2.23,2.79,69.84,5.6,6024.0,26.48,7912.0,28.88,59.34,93193.15
25647,2022-08-25 11:34:13,1.67,2.79,68.17,0.0,6667.0,26.48,10989.0,27.64,63.44,93186.69
6192,2022-08-25 11:45:05,2.79,2.79,69.84,0.8,6098.0,26.48,10904.0,27.64,63.44,93186.69
25648,2022-08-25 11:46:12,2.23,2.79,68.17,0.0,6667.0,26.48,13393.0,26.53,67.56,93176.61
6193,2022-08-25 11:56:03,3.35,2.79,69.84,1.6,6098.0,26.49,1347.0,26.53,67.56,93176.61
25649,2022-08-25 11:58:15,2.79,2.79,68.17,0.0,6849.0,26.49,1244.0,28.77,65.09,93160.31
6194,2022-08-25 12:07:03,0.55,3.35,70.4,6.4,6098.0,26.51,1043.0,28.77,65.09,93160.31
25650,2022-08-25 12:10:12,0.55,2.79,67.61,0.0,6849.0,26.51,5026.0,28.98,62.17,93144.39
6195,2022-08-25 12:18:03,1.11,3.35,70.4,4.0,6098.0,26.52,1986.0,28.98,62.17,93144.39
25651,2022-08-25 12:22:14,1.11,2.79,67.61,0.0,6849.0,26.52,3467.0,28.78,61.2,93126.37
6196,2022-08-25 12:29:09,1.67,3.35,70.4,3.2,6098.0,26.54,1692.0,28.78,61.2,93126.37
25652,2022-08-25 12:34:12,1.67,2.79,67.61,0.0,6849.0,26.54,3769.0,29.47,60.39,93103.74
6197,2022-08-25 12:40:25,2.23,3.35,70.4,2.4,6098.0,26.56,2162.0,29.47,60.39,93103.74
25653,2022-08-25 12:46:14,2.23,2.79,67.61,0.0,6757.0,26.56,11994.0,28.89,61.1,93082.69
6198,2022-08-25 12:52:04,2.79,3.35,70.4,4.0,6098.0,26.58,7085.0,28.89,61.1,93082.69
25654,2022-08-25 12:58:12,2.79,2.79,67.61,0.0,6849.0,26.58,8268.0,28.56,63.72,93068.03
6199,2022-08-25 13:03:06,0.55,2.79,69.84,1.6,6098.0,26.6,4089.0,28.56,63.72,93068.03
25655,2022-08-25 13:10:12,0.55,2.79,67.61,0.0,6667.0,26.6,8003.0,28.89,62.86,93052.82
6200,2022-08-25 13:14:04,1.11,2.79,69.84,1.6,6024.0,26.62,3334.0,28.89,62.86,93052.82
25656,2022-08-25 13:22:14,1.11,2.79,67.61,0.0,6757.0,26.62,1881.0,29.35,60.8,93029.22
6201,2022-08-25 13:25:06,1.67,2.79,69.84,4.0,6173.0,26.66,6186.0,29.35,60.8,93029.22
25657,2022-08-25 13:34:12,1.67,2.79,67.61,0.0,6849.0,26.66,12418.0,28.12,65.02,93012.28
6202,2022-08-25 13:36:06,2.23,2.79,69.84,1.6,6098.0,26.68,14650.0,28.12,65.02,93012.28
25658,2022-08-25 13:46:14,2.23,2.79,67.61,0.0,6757.0,26.68,384.0,29.84,61.35,92986.94
6203,2022-08-25 13:47:04,2.79,2.79,69.84,3.2,6173.0,26.72,5489.0,29.84,61.35,92986.94
6204,2022-08-25 13:58:05,3.35,2.79,69.84,4.0,6173.0,26.75,7949.0,29.84,61.35,92986.94
25659,2022-08-25 13:58:13,2.79,2.79,67.61,0.0,6667.0,26.75,384.0,30.51,57.42,92972.78
6205,2022-08-25 14:09:08,0.55,3.35,70.4,3.2,6173.0,26.79,5414.0,30.51,57.42,92972.78
25660,2022-08-25 14:10:15,0.55,2.79,67.05,0.0,6757.0,26.79,384.0,30.53,58.46,92951.21
25661,2022-08-25 14:22:13,1.11,2.79,67.05,0.0,6667.0,26.79,10583.0,30.62,56.43,92948.89
6206,2022-08-25 14:31:07,1.67,3.35,70.4,2.4,6173.0,26.86,11579.0,30.62,56.43,92948.89
25662,2022-08-25 14:34:14,1.67,2.79,67.05,0.0,6667.0,26.86,15470.0,28.45,62.6,92942.32
25663,2022-08-25 14:46:12,2.23,2.79,67.05,0.0,6667.0,26.86,11403.0,28.44,62.99,92909.47
6207,2022-08-25 14:53:08,2.79,3.35,70.4,1.6,6173.0,26.94,10440.0,28.44,62.99,92909.47
25664,2022-08-25 14:58:14,2.79,2.79,67.05,0.0,6757.0,26.94,14202.0,30.06,56.39,92876.97
6208,2022-08-25 15:04:06,0.55,2.79,69.84,0.8,6173.0,26.98,12898.0,30.06,56.39,92876.97
25665,2022-08-25 15:10:13,0.55,2.79,67.05,0.0,6667.0,26.98,384.0,29.64,61.49,92873.89
6209,2022-08-25 15:15:04,1.11,2.79,69.84,4.0,6173.0,27.02,3257.0,29.64,61.49,92873.89
25666,2022-08-25 15:22:15,1.11,2.79,67.05,0.0,6667.0,27.02,1873.0,30.95,57.01,92867.88
6210,2022-08-25 15:26:04,1.67,2.79,69.84,3.2,6173.0,27.07,2989.0,30.95,57.01,92867.88
25667,2022-08-25 15:34:13,1.67,2.79,67.05,0.0,6757.0,27.07,384.0,32.34,51.49,92847.0
6211,2022-08-25 15:37:08,2.23,2.79,69.84,4.0,6250.0,27.13,13223.0,32.34,51.49,92847.0
25668,2022-08-25 15:46:15,2.23,2.79,67.05,0.0,6667.0,27.13,1429.0,31.37,55.21,92835.1
6212,2022-08-25 15:48:04,2.79,2.79,69.84,7.2,6250.0,27.17,14423.0,31.37,55.21,92835.1
25669,2022-08-25 15:58:13,2.79,2.79,67.05,0.0,6757.0,27.17,384.0,30.53,56.54,92820.35
6213,2022-08-25 15:59:06,3.35,2.79,69.84,4.8,6250.0,27.21,5209.0,30.53,56.54,92820.35
6214,2022-08-25 16:10:04,0.55,3.35,70.4,2.4,6250.0,27.26,13116.0,30.53,56.54,92820.35
25670,2022-08-25 16:10:15,0.55,2.79,66.49,0.0,6757.0,27.26,13616.0,30.31,56.26,92807.26
25671,2022-08-25 16:22:13,1.11,2.79,66.49,0.0,6757.0,27.26,384.0,30.28,58.82,92794.57
6215,2022-08-25 16:32:08,1.67,3.35,70.4,5.6,6250.0,27.35,10929.0,30.28,58.82,92794.57
25672,2022-08-25 16:34:13,1.67,2.79,66.49,0.0,6667.0,27.35,384.0,29.92,57.46,92786.96
6216,2022-08-25 16:43:05,2.23,3.35,70.4,1.6,6250.0,27.4,9425.0,29.92,57.46,92786.96
25673,2022-08-25 16:46:14,2.23,2.79,66.49,0.0,6757.0,27.4,15628.0,28.1,63.0,92794.3
6217,2022-08-25 16:54:07,2.79,3.35,70.4,0.0,6250.0,27.45,9280.0,28.1,63.0,92794.3
25674,2022-08-25 16:58:13,2.79,2.79,66.49,0.0,6757.0,27.45,3508.0,27.31,66.54,92790.61
6218,2022-08-25 17:05:05,0.55,2.79,69.84,6.4,6250.0,27.49,11087.0,27.31,66.54,92790.61
25675,2022-08-25 17:10:15,0.55,2.79,66.49,0.0,6667.0,27.49,384.0,27.64,65.38,92835.8
6219,2022-08-25 17:16:08,1.11,2.79,69.84,3.2,6250.0,27.54,10055.0,27.64,65.38,92835.8
25676,2022-08-25 17:22:13,1.11,2.79,66.49,0.0,6667.0,27.54,6961.0,27.77,65.01,92851.92
6220,2022-08-25 17:27:05,1.67,2.79,69.84,2.4,6250.0,27.58,7175.0,27.77,65.01,92851.92
25677,2022-08-25 17:34:17,1.67,2.79,66.49,0.0,6667.0,27.58,14570.0,27.15,66.73,92860.28
6221,2022-08-25 17:38:07,2.23,2.79,69.84,1.6,6250.0,27.63,4472.0,27.15,66.73,92860.28
25678,2022-08-25 17:46:13,2.23,2.79,66.49,0.0,6757.0,27.63,4940.0,25.82,71.06,92860.01
6222,2022-08-25 17:49:05,2.79,2.79,69.84,2.4,6410.0,27.67,2820.0,25.82,71.06,92860.01
25679,2022-08-25 17:58:16,2.79,2.79,66.49,0.0,6757.0,27.67,2895.0,25.06,75.92,92874.54
6223,2022-08-25 18:00:07,0.55,2.79,69.84,8.8,6410.0,27.71,2223.0,25.06,75.92,92874.54
25680,2022-08-25 18:10:14,0.55,2.79,65.93,0.0,6667.0,27.71,1954.0,24.46,77.09,92889.91
6224,2022-08-25 18:11:04,1.11,2.79,69.84,2.4,6329.0,27.75,1960.0,24.46,77.09,92889.91
6225,2022-08-25 18:22:05,1.67,2.79,69.84,6.4,6329.0,27.78,1748.0,24.46,77.09,92889.91
25681,2022-08-25 18:22:16,1.11,2.79,65.93,0.0,6667.0,27.78,1586.0,24.02,79.08,92911.21
6226,2022-08-25 18:33:07,2.23,2.79,69.84,2.4,6410.0,27.82,1455.0,24.02,79.08,92911.21
25682,2022-08-25 18:34:15,1.67,2.79,65.93,0.0,6757.0,27.82,1002.0,23.95,80.24,92916.81
6227,2022-08-25 18:44:05,2.79,2.79,69.84,6.4,6329.0,27.85,242.0,23.95,80.24,92916.81
25683,2022-08-25 18:46:15,2.23,2.79,65.93,0.0,6757.0,27.85,270.0,23.6,81.78,92945.76
6228,2022-08-25 18:55:07,3.35,2.79,69.84,1.6,6410.0,27.89,26.0,23.6,81.78,92945.76
25684,2022-08-25 18:58:14,2.79,2.79,65.93,0.0,6757.0,27.89,35.0,23.15,85.29,92977.87
6229,2022-08-25 19:06:05,0.55,3.35,69.84,0.8,6329.0,27.92,3.0,23.15,85.29,92977.87
25685,2022-08-25 19:10:16,0.55,2.79,65.93,0.0,6667.0,27.92,4.0,22.88,88.13,92990.11
6230,2022-08-25 19:17:08,1.11,3.35,69.84,0.8,6329.0,27.95,1.0,22.88,88.13,92990.11
25686,2022-08-25 19:22:14,1.11,2.79,65.93,0.0,6667.0,27.95,3.0,22.71,89.63,92992.78
6231,2022-08-25 19:28:06,1.67,3.35,69.84,1.6,6329.0,27.98,1.0,22.71,89.63,92992.78
25687,2022-08-25 19:34:16,1.67,2.79,65.93,0.0,6667.0,27.98,2.0,22.52,90.82,93012.47
6232,2022-08-25 19:39:06,2.23,3.35,69.84,0.0,6329.0,28.0,1.0,22.52,90.82,93012.47
25688,2022-08-25 19:46:13,2.23,2.79,65.93,0.0,6757.0,28.0,2.0,22.45,91.5,93031.03
6233,2022-08-25 19:50:05,2.79,3.35,69.84,3.2,6329.0,28.02,1.0,22.45,91.5,93031.03
25689,2022-08-25 19:58:14,2.79,2.79,65.93,0.0,6667.0,28.02,4.0,22.34,91.92,93050.69
6234,2022-08-25 20:01:06,0.55,2.79,69.84,1.6,6329.0,28.04,1.0,22.34,91.92,93050.69
25690,2022-08-25 20:10:16,0.55,2.79,65.93,0.0,6757.0,28.04,5.0,22.3,92.45,93060.05
6235,2022-08-25 20:12:08,1.11,2.79,69.84,0.8,6329.0,28.05,1.0,22.3,92.45,93060.05
25691,2022-08-25 20:22:15,1.11,2.79,65.93,0.0,6757.0,28.05,5.0,22.25,93.08,93089.76
6236,2022-08-25 20:23:06,1.67,2.79,69.84,1.6,6329.0,28.06,1.0,22.25,93.08,93089.76
6237,2022-08-25 20:34:08,2.23,2.79,69.84,3.2,6329.0,28.07,1.0,22.25,93.08,93089.76
25692,2022-08-25 20:34:17,1.67,2.79,65.93,0.0,6667.0,28.07,3.0,22.07,93.43,93093.06
6238,2022-08-25 20:45:06,2.79,2.79,69.84,4.0,6329.0,28.08,1.0,22.07,93.43,93093.06
25693,2022-08-25 20:46:14,2.23,2.79,65.93,0.0,6757.0,28.08,2.0,21.92,93.79,93112.3
6239,2022-08-25 20:56:08,3.35,2.79,69.84,0.0,6329.0,28.09,1.0,21.92,93.79,93112.3
25694,2022-08-25 20:58:18,2.79,2.79,65.93,0.0,6667.0,28.09,2.0,21.82,94.5,93111.57
6240,2022-08-25 21:07:06,0.55,3.35,70.4,1.6,6329.0,28.09,1.0,21.82,94.5,93111.57
25695,2022-08-25 21:10:15,0.55,2.79,65.37,0.0,6667.0,28.09,2.0,21.76,95.27,93135.01
6241,2022-08-25 21:18:08,1.11,3.35,70.4,2.4,6329.0,28.1,1.0,21.76,95.27,93135.01
25696,2022-08-25 21:22:17,1.11,2.79,65.37,0.0,6757.0,28.1,2.0,21.73,95.45,93145.09
6242,2022-08-25 21:29:05,1.67,3.35,70.4,4.0,6250.0,28.1,1.0,21.73,95.45,93145.09
25697,2022-08-25 21:34:15,1.67,2.79,65.37,0.0,6757.0,28.1,5.0,21.63,96.01,93145.44
6243,2022-08-25 21:40:06,2.23,3.35,70.4,2.4,6250.0,28.1,1.0,21.63,96.01,93145.44
25698,2022-08-25 21:46:17,2.23,2.79,65.37,0.0,6757.0,28.1,2.0,21.53,96.52,93164.44
6244,2022-08-25 21:51:08,2.79,3.35,70.4,0.0,6250.0,28.09,1.0,21.53,96.52,93164.44
25699,2022-08-25 21:58:15,2.79,2.79,65.37,0.0,6757.0,28.09,4.0,21.46,96.68,93173.4
6245,2022-08-25 22:02:07,0.55,2.79,69.84,0.0,6250.0,28.09,1.0,21.46,96.68,93173.4
25700,2022-08-25 22:10:18,0.55,2.79,65.37,0.0,6250.0,28.09,2.0,21.39,96.94,93174.09
6246,2022-08-25 22:13:08,1.11,2.79,69.84,0.0,6250.0,28.08,1.0,21.39,96.94,93174.09
25701,2022-08-25 22:22:15,1.11,2.79,65.37,0.0,6024.0,28.08,3.0,21.3,97.51,93181.57
6247,2022-08-25 22:24:06,1.67,2.79,69.84,2.4,6250.0,28.07,1.0,21.3,97.51,93181.57
25702,2022-08-25 22:34:17,1.67,2.79,65.37,0.0,6250.0,28.07,3.0,21.21,97.97,93166.34
6248,2022-08-25 22:35:14,2.23,2.79,69.84,0.8,6250.0,28.06,1.0,21.21,97.97,93166.34
25703,2022-08-25 22:46:14,2.23,2.79,65.37,0.0,6579.0,28.06,2.0,21.14,98.15,93149.84
6249,2022-08-25 22:47:08,2.79,2.79,69.84,1.6,6250.0,28.05,1.0,21.14,98.15,93149.84
6250,2022-08-25 22:58:08,3.35,2.79,69.84,1.6,6250.0,28.04,1.0,21.14,98.15,93149.84
25704,2022-08-25 22:58:16,2.79,2.79,65.37,0.0,6667.0,28.04,3.0,21.05,98.54,93150.34
6251,2022-08-25 23:09:07,0.55,3.35,70.4,1.6,6250.0,28.03,1.0,21.05,98.54,93150.34
25705,2022-08-25 23:10:14,0.55,2.79,64.82,0.0,6667.0,28.03,2.0,20.93,99.56,93147.18
6252,2022-08-25 23:20:07,1.11,3.35,70.4,0.8,6250.0,28.02,1.0,20.93,99.56,93147.18
25706,2022-08-25 23:22:15,1.11,2.79,64.82,0.0,6667.0,28.02,2.0,20.86,99.55,93136.14
6253,2022-08-25 23:31:09,1.67,3.35,70.4,1.6,6250.0,28.0,1.0,20.86,99.55,93136.14
25707,2022-08-25 23:34:17,1.67,2.79,64.82,0.0,6667.0,28.0,3.0,20.87,99.46,93125.36
6254,2022-08-25 23:42:07,2.23,3.35,70.4,3.2,6250.0,27.99,1.0,20.87,99.46,93125.36
25708,2022-08-25 23:46:15,2.23,2.79,64.82,0.0,6667.0,27.99,2.0,20.87,99.04,93102.14
6255,2022-08-25 23:53:09,2.79,3.35,70.4,0.8,6250.0,27.98,1.0,20.87,99.04,93102.14
25709,2022-08-25 23:58:17,2.79,2.79,64.82,0.0,6757.0,27.98,3.0,20.86,99.03,93088.75
6256,2022-08-26 00:04:07,0.55,2.79,69.84,0.0,6250.0,27.96,1.0,20.86,99.03,93088.75
25710,2022-08-26 00:10:15,0.55,2.79,64.82,0.0,6667.0,27.96,2.0,20.78,98.42,93076.99
6257,2022-08-26 00:15:11,1.11,2.79,69.84,0.0,6250.0,27.94,1.0,20.78,98.42,93076.99
25711,2022-08-26 00:22:18,1.11,2.79,64.82,0.0,6667.0,27.94,2.0,20.73,98.08,93060.35
6258,2022-08-26 00:27:08,1.67,2.79,69.84,0.0,6250.0,27.92,1.0,20.73,98.08,93060.35
25712,2022-08-26 00:34:15,1.67,2.79,64.82,0.0,6667.0,27.92,2.0,20.72,97.48,93049.18
6259,2022-08-26 00:38:09,2.23,2.79,69.84,0.0,6250.0,27.91,1.0,20.72,97.48,93049.18
25713,2022-08-26 00:46:18,2.23,2.79,64.82,0.0,6757.0,27.91,4.0,20.76,97.45,93043.32
6260,2022-08-26 00:49:07,2.79,2.79,69.84,0.0,6250.0,27.89,1.0,20.76,97.45,93043.32
25714,2022-08-26 00:58:15,2.79,2.79,64.82,0.0,6757.0,27.89,2.0,20.65,97.31,93029.92
6261,2022-08-26 01:00:10,0.55,2.79,69.84,0.0,6250.0,27.87,1.0,20.65,97.31,93029.92
25715,2022-08-26 01:10:17,0.55,2.79,64.82,0.0,6757.0,27.87,2.0,20.55,96.97,93018.7
6262,2022-08-26 01:12:07,1.11,2.79,69.84,3.2,6250.0,27.85,1.0,20.55,96.97,93018.7
25716,2022-08-26 01:22:15,1.11,2.79,64.82,0.0,6757.0,27.85,2.0,20.38,97.62,93014.42
6263,2022-08-26 01:23:09,1.67,2.79,69.84,0.8,6250.0,27.84,1.0,20.38,97.62,93014.42
6264,2022-08-26 01:34:09,2.23,2.79,69.84,0.0,6250.0,27.82,1.0,20.38,97.62,93014.42
25717,2022-08-26 01:34:17,1.67,2.79,64.82,0.0,6667.0,27.82,2.0,20.29,97.88,93006.69
6265,2022-08-26 01:45:11,2.79,2.79,69.84,1.6,6250.0,27.79,1.0,20.29,97.88,93006.69
25718,2022-08-26 01:46:16,2.23,2.79,64.82,0.0,6667.0,27.79,4.0,20.28,98.16,92996.25
6266,2022-08-26 01:57:09,3.35,2.79,69.84,0.0,6250.0,27.78,1.0,20.28,98.16,92996.25
25719,2022-08-26 01:58:18,2.79,2.79,64.82,0.0,6757.0,27.78,2.0,20.27,99.35,92987.82
6267,2022-08-26 02:08:09,0.55,3.35,69.84,0.0,6250.0,27.76,1.0,20.27,99.35,92987.82
25720,2022-08-26 02:10:17,0.55,2.79,64.82,0.0,6667.0,27.76,2.0,20.28,99.41,92969.39
6268,2022-08-26 02:19:11,1.11,3.35,69.84,0.0,6250.0,27.74,1.0,20.28,99.41,92969.39
25721,2022-08-26 02:22:18,1.11,2.79,64.82,0.0,6667.0,27.74,2.0,20.25,98.92,92963.71
6269,2022-08-26 02:31:08,1.67,3.35,69.84,0.8,6250.0,27.71,1.0,20.25,98.92,92963.71
25722,2022-08-26 02:34:16,1.67,2.79,64.82,0.0,6667.0,27.71,2.0,20.19,98.93,92950.14
6270,2022-08-26 02:42:10,2.23,3.35,69.84,2.4,6250.0,27.7,1.0,20.19,98.93,92950.14
25723,2022-08-26 02:46:19,2.23,2.79,64.82,0.0,6757.0,27.7,4.0,20.12,99.15,92938.42
6271,2022-08-26 02:54:09,2.79,3.35,69.84,0.0,6250.0,27.67,1.0,20.12,99.15,92938.42
25724,2022-08-26 02:58:16,2.79,2.79,64.82,0.0,6757.0,27.67,2.0,19.88,99.75,92949.99
6272,2022-08-26 03:05:10,0.55,2.79,69.84,0.0,6250.0,27.65,1.0,19.88,99.75,92949.99
25725,2022-08-26 03:10:18,0.55,2.79,64.82,0.0,6757.0,27.65,2.0,19.75,100.0,92917.2
6273,2022-08-26 03:17:09,1.11,2.79,69.84,0.0,6173.0,27.63,1.0,19.75,100.0,92917.2
25726,2022-08-26 03:22:16,1.11,2.79,64.82,0.0,6757.0,27.63,2.0,19.5,100.0,92914.09
6274,2022-08-26 03:28:10,1.67,2.79,69.84,0.0,6250.0,27.61,1.0,19.5,100.0,92914.09
25727,2022-08-26 03:34:18,1.67,2.79,64.82,0.0,6667.0,27.61,0.0,19.31,100.0,92915.06
6275,2022-08-26 03:40:08,2.23,2.79,69.84,0.0,6173.0,27.58,1.0,19.31,100.0,92915.06
25728,2022-08-26 03:46:17,2.23,2.79,64.82,0.0,6757.0,27.58,0.0,19.2,100.0,92922.09
6276,2022-08-26 03:51:10,2.79,2.79,69.84,1.6,6173.0,27.57,1.0,19.2,100.0,92922.09
25729,2022-08-26 03:58:18,2.79,2.79,64.82,0.0,6667.0,27.57,0.0,19.15,100.0,92937.38
6277,2022-08-26 04:03:09,0.55,2.79,69.29,0.8,6173.0,27.54,1.0,19.15,100.0,92937.38
25730,2022-08-26 04:10:16,0.55,2.79,64.26,0.0,6250.0,27.54,0.0,19.2,100.0,92925.75
6278,2022-08-26 04:14:10,1.11,2.79,69.29,0.0,6173.0,27.52,1.0,19.2,100.0,92925.75
25731,2022-08-26 04:22:18,1.11,2.79,64.26,0.0,6329.0,27.52,0.0,19.13,100.0,92936.65
6279,2022-08-26 04:26:09,1.67,2.79,69.29,0.0,6173.0,27.5,1.0,19.13,100.0,92936.65
25732,2022-08-26 04:34:17,1.67,2.79,64.26,0.0,6250.0,27.5,0.0,19.02,100.0,92947.66
6280,2022-08-26 04:37:11,2.23,2.79,69.29,0.0,6173.0,27.47,1.0,19.02,100.0,92947.66
25733,2022-08-26 04:46:18,2.23,2.79,64.26,0.0,6250.0,27.47,0.0,18.94,100.0,92957.27
